id,org,locale,support,error,java,version,failed,test,sqlstate,delete,found,rows,derby,server,junit,alpha,user,file,security,trigger,log,denied,access,tests,c,class,using,permission,read,logtofile,select,row,exception,files,set,mode,check,socket,com,thread,run,message,fail,information,sun,following,db,encrypted,manager,encryption,end,key,need,port,opening,localhost,ant,authentication,drop,sql,revoke,running,needs,fileoutputstream,contains,used,network,fails,connect,granted,current,jar,like,assert,would,client,begin,buglabel
630.txt,9,0,0,0,1,8,0,1,0,0,0,0,9,0,0,0,0,0,0,5,2,0,0,0,89,0,0,0,0,0,0,3,3,0,2,1,0,0,0,0,4,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
634.txt,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1,0,2,12,0,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
638.txt,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,56,0,1,0,1,0,0,2,6,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,3,0,0
655.txt,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680.txt,7,0,0,0,8,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,59,0,2,0,0,0,0,2,2,0,5,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0
682.txt,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
728.txt,13,0,0,0,5,0,0,2,0,0,0,2,16,2,0,0,0,0,1,0,0,0,1,0,120,1,2,0,1,0,0,2,4,0,0,0,0,0,1,1,0,0,0,0,0,2,7,0,6,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,14,0,0
737.txt,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787.txt,9,0,0,4,3,0,0,9,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,2,82,1,1,0,0,0,1,4,2,0,13,0,0,0,2,0,2,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0
806.txt,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
856.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.txt,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
903.txt,4,0,0,0,3,1,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,36,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939.txt,54,0,0,8,62,0,0,0,3,0,0,3,59,0,0,0,0,0,0,0,2,0,0,0,238,0,2,0,7,0,8,5,21,0,25,0,0,0,10,0,2,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,22,0,0
94.txt,1,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,1,0,1,7,0,0,7,0,0,0,5,0,3,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
961.txt,12,0,0,4,13,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,5,3,0,10,0,1,0,2,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966.txt,2,0,0,0,9,1,0,2,0,0,0,5,4,0,0,0,1,1,0,0,0,0,0,0,139,1,2,0,1,0,4,5,9,0,15,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,1,0,0,10,0,0,1,0,0,11,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,3,0,0
972.txt,0,0,0,1,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,42,1,1,0,0,0,1,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998.txt,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
